epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,4525.61,0.72515,3.71579,0.32065,0.46697,1.07936,0.96769,0.97337,0.98945,0.87892,0.84861,0.78865,0.80357,0.63985,0.58345,2.22649,0.07348,0.30975,0.93307,0.007723,0.007723,0.007723
25,4697.56,0.72369,3.71634,0.31548,0.46602,1.07813,0.96929,0.97343,0.98961,0.87743,0.84139,0.79636,0.80042,0.63374,0.58403,2.21051,0.07137,0.30643,0.93445,0.007624,0.007624,0.007624
26,4869.89,0.71846,3.65571,0.31212,0.45977,1.07406,0.96857,0.974,0.9894,0.87856,0.85154,0.80405,0.81979,0.65658,0.58477,2.14753,0.06941,0.30456,0.93646,0.007525,0.007525,0.007525
27,5041.69,0.71256,3.59468,0.30577,0.45687,1.07166,0.96711,0.97063,0.98968,0.88284,0.83547,0.79508,0.80552,0.65497,0.57711,2.20812,0.06545,0.30296,0.93061,0.007426,0.007426,0.007426
28,5213.67,0.70885,3.61048,0.30576,0.45772,1.06862,0.96864,0.97286,0.98983,0.87984,0.82905,0.79801,0.79775,0.6453,0.57636,2.19337,0.06515,0.30149,0.93125,0.007327,0.007327,0.007327
29,5385.49,0.70695,3.5732,0.30275,0.45289,1.06831,0.96912,0.97642,0.9898,0.88014,0.83702,0.80568,0.80626,0.65037,0.57267,2.13245,0.06628,0.3001,0.92869,0.007228,0.007228,0.007228
30,5557.69,0.70413,3.51146,0.29705,0.44858,1.06763,0.96966,0.97706,0.98991,0.88189,0.84552,0.79674,0.80615,0.65634,0.57101,2.13677,0.06267,0.2974,0.92763,0.007129,0.007129,0.007129
31,5729.46,0.70336,3.52139,0.29584,0.45143,1.06474,0.9679,0.97593,0.99008,0.88621,0.85103,0.80082,0.81641,0.66587,0.56362,2.0792,0.06092,0.29508,0.9226,0.00703,0.00703,0.00703
32,5901.43,0.70499,3.51299,0.29421,0.451,1.06881,0.96938,0.9763,0.99036,0.88372,0.85125,0.8077,0.81823,0.66374,0.56499,2.068,0.06112,0.2932,0.9231,0.006931,0.006931,0.006931
33,6073.42,0.69679,3.43741,0.28865,0.44498,1.06017,0.97003,0.97749,0.99056,0.88493,0.85466,0.80336,0.82142,0.66881,0.55897,2.03694,0.05874,0.29088,0.91993,0.006832,0.006832,0.006832
34,6245.32,0.69189,3.42476,0.2876,0.44142,1.0625,0.97078,0.97642,0.99039,0.88683,0.85037,0.81891,0.82882,0.67782,0.5579,2.00315,0.06036,0.28897,0.91764,0.006733,0.006733,0.006733
35,6426.74,0.68653,3.39468,0.28446,0.43842,1.0574,0.96957,0.97859,0.99034,0.88898,0.85951,0.8221,0.8393,0.68495,0.55092,1.95827,0.05757,0.28681,0.91515,0.006634,0.006634,0.006634
36,6607.99,0.68992,3.39287,0.28345,0.43936,1.06069,0.9718,0.97732,0.99045,0.89087,0.85292,0.82031,0.83592,0.68672,0.54931,1.97048,0.0567,0.28502,0.9146,0.006535,0.006535,0.006535
37,6797.17,0.68979,3.40441,0.28219,0.43938,1.05991,0.97231,0.97668,0.99037,0.89042,0.84808,0.8198,0.83056,0.68719,0.54846,1.9824,0.05549,0.28287,0.9145,0.006436,0.006436,0.006436
38,6990.81,0.68762,3.36633,0.28009,0.44162,1.06245,0.97271,0.97553,0.99033,0.89159,0.84711,0.81853,0.82641,0.68474,0.54344,1.99132,0.05432,0.28134,0.91245,0.006337,0.006337,0.006337
39,7190.84,0.68368,3.32945,0.27487,0.43506,1.05608,0.96941,0.97744,0.99057,0.89212,0.85433,0.81496,0.83195,0.69153,0.5423,1.96803,0.05353,0.28089,0.91071,0.006238,0.006238,0.006238
40,7400.77,0.68048,3.2784,0.275,0.42914,1.05519,0.97017,0.9781,0.99053,0.89183,0.86214,0.81764,0.83986,0.69452,0.54233,1.9341,0.05287,0.27986,0.91027,0.006139,0.006139,0.006139
41,7637.61,0.6739,3.26625,0.27318,0.4285,1.05103,0.97053,0.9777,0.99041,0.89248,0.86563,0.82095,0.84405,0.70022,0.54025,1.89848,0.05281,0.27861,0.90885,0.00604,0.00604,0.00604
42,7843.88,0.67255,3.26764,0.27121,0.42339,1.05108,0.97087,0.97808,0.99031,0.89439,0.86847,0.8198,0.84624,0.70464,0.53741,1.88737,0.05193,0.2765,0.90779,0.005941,0.005941,0.005941
43,8043.82,0.66708,3.23799,0.26869,0.4203,1.04759,0.96837,0.97927,0.99049,0.89507,0.87194,0.82235,0.852,0.70805,0.53605,1.8717,0.05115,0.27456,0.9069,0.005842,0.005842,0.005842
44,8260.82,0.67127,3.23667,0.26666,0.42454,1.05001,0.97022,0.97872,0.99039,0.89461,0.86088,0.8263,0.84435,0.70375,0.53737,1.8834,0.05115,0.27374,0.90858,0.005743,0.005743,0.005743
45,8456.25,0.66751,3.20351,0.2668,0.4225,1.0501,0.9705,0.97834,0.99044,0.89418,0.86208,0.82605,0.84345,0.70387,0.53728,1.88122,0.05083,0.27296,0.90836,0.005644,0.005644,0.005644
46,8659.18,0.66635,3.20728,0.26399,0.42067,1.04798,0.97104,0.97869,0.99049,0.89478,0.85828,0.82821,0.84308,0.70511,0.53665,1.88463,0.05006,0.2715,0.90836,0.005545,0.005545,0.005545
47,8862.71,0.66669,3.16996,0.26391,0.41897,1.0493,0.9702,0.9793,0.99065,0.89589,0.85907,0.82847,0.84389,0.70607,0.53515,1.8774,0.04911,0.27055,0.90706,0.005446,0.005446,0.005446
48,9065.23,0.66618,3.15821,0.26118,0.4194,1.04686,0.97055,0.97986,0.99068,0.89574,0.85928,0.8295,0.84317,0.70671,0.53319,1.8767,0.04871,0.26989,0.90563,0.005347,0.005347,0.005347
49,9268.56,0.65826,3.12525,0.25951,0.41538,1.04362,0.97067,0.97999,0.99074,0.89727,0.862,0.8314,0.84856,0.71051,0.53051,1.86139,0.04854,0.26876,0.90446,0.005248,0.005248,0.005248
50,9470.93,0.65737,3.10528,0.25634,0.41299,1.04296,0.97141,0.97974,0.99073,0.89746,0.86413,0.8314,0.85024,0.71037,0.52887,1.85943,0.04819,0.26783,0.90354,0.005149,0.005149,0.005149
